"team_id","team_name","ovr","att","mid","def","budget"
1815,"Clermont Foot",65,64,65,65,30000
1823,"AS Nancy",65,63,65,63,14000
2017,"Hartberg",65,65,65,64,8400
15040,"WSG Tirol",65,63,66,66,10350
110078,"Petrolul Ploiești",65,66,64,66,4190
110176,"SSV Ulm 1846",65,64,65,64,4900
110645,"Viktoria Köln",64,66,63,65,4400
110750,"UTA Arad",65,64,65,66,3830
111239,"FC Ingolstadt 04",64,64,65,64,12500
111651,"Toronto FC",66,61,69,64,218500
111724,"Shandong Taishan",66,73,67,62,13100
112224,"Melbourne City",65,60,64,67,12877
112390,"Al Fateh",66,69,65,62,18080
112427,"Western Sydney Wanderers",65,66,66,61,6300
112558,"Suwon FC",64,72,63,62,9630
112667,"Nacional Potosí",64,64,63,64,13500
113060,"Al Okhdood",65,61,68,63,4630
113222,"Al Hazem",64,74,60,59,4150
114147,"FC Hermannstadt",64,62,64,64,5575
114615,"Mushuc Runa",65,64,65,65,7000
58,"SC Bastia",65,64,66,65,20000
82,"Kilmarnock",64,64,63,63,4300
83,"Motherwell",65,66,65,64,4100
143,"Exeter City",64,64,63,64,3800
149,"Lincoln City",65,65,64,65,3900
181,"Dundee United",64,64,66,62,4000
361,"Stevenage",65,66,64,65,3200
492,"SV Wehen Wiesbaden",65,66,65,65,8980
543,"Jahn Regensburg",64,64,64,64,5820
780,"SV Ried",64,64,64,65,10000
920,"Vålerenga Fotball",65,63,66,65,9000
922,"Strømsgodset Toppfotball",64,63,63,66,6000
1447,"Sønderjyske Fodbold",64,65,64,64,6000
1474,"Pohang Steelers",66,67,65,67,12800
1569,"Wisła Płock",65,65,65,65,6420
1713,"FC Winterthur",65,64,64,64,9100
1739,"Le Mans FC",65,66,64,65,10000
1798,"Milton Keynes Dons",65,67,65,64,2900
1804,"Bradford City",64,66,65,63,3200
1805,"Grenoble Foot 38",66,65,66,67,20000
1814,"Stade Lavallois MFC",66,68,66,65,18000
1816,"Amiens SC",66,63,65,64,26000
1825,"MSV Duisburg",65,64,65,65,4900
1826,"Alemannia Aachen",64,63,64,63,2520
1917,"Wigan Athletic",64,63,64,65,7800
1924,"Chesterfield",63,60,63,62,2200
1928,"Port Vale",64,65,64,64,3300
1930,"Northampton Town",63,62,63,64,2700
1931,"Stockport County",65,66,65,65,4000
1932,"Barnsley",65,68,64,65,7200
1938,"Peterborough United",64,64,64,64,6750
1940,"Mansfield Town",64,65,62,63,3150
1944,"Cambridge United",63,63,63,63,3300
1958,"Leyton Orient",64,67,65,63,3750
2055,"Gimcheon Sangmu",65,63,64,65,23050
2056,"Daegu FC",65,64,67,66,9050
15006,"FC Fredericia",63,62,63,63,3000
15009,"Altach",65,64,65,67,9700
100638,"Telstar",65,64,65,64,16000
100759,"FC Argeș",64,63,63,64,2900
100805,"St. Mirren",64,63,65,62,3200
110072,"SC Oțelul Galați",65,63,64,65,4540
110075,"Farul Constanța",65,65,66,66,6405
110321,"Pau FC",64,63,64,65,17000
110501,"SC Verl",65,64,65,65,2450
110532,"SV Waldhof Mannheim",64,66,64,64,3780
110749,"Zagłębie Lubin",65,67,65,65,9050
110977,"Unión Española",65,66,65,65,25000
111011,"Cienciano",65,67,63,66,17000
111082,"Arka Gdynia",64,64,64,64,6760
111397,"Melbourne Victory",64,65,64,60,11500
111399,"Perth Glory",64,66,63,63,8700
111400,"Sydney FC",64,65,62,66,12500
111659,"Rodez Aveyron Football",64,64,64,64,19000
111705,"IF Brommapojkarna",64,63,65,64,5000
112510,"Bruk-Bet Termalica Nieciecza",64,64,64,65,7698
112555,"FC Anyang",65,65,63,66,5040
112615,"Racing Club De Montevideo",65,65,65,67,13000
113146,"Mohun Bagan Super Giant",64,68,63,66,7100
113217,"Damac FC",64,68,64,62,7780
113458,"IK Sirius",65,69,67,64,7000
113616,"Grazer AK",65,65,66,64,5930
113892,"Degerfors IF",64,64,64,64,2500
131361,"FC Zürich",65,60,67,68,2000
131491,"KFUM-Kameratene Oslo",64,63,64,63,3000
131739,"Auckland FC",65,63,65,66,1365
